id_case,activity,enabled_time,start_time,end_time,role,resource,wip_wait,wip_start,wip_end,wip_activity,ro_total,ro_single,queue,prefix,attribute_case,attribute_event
8,W_Valideren aanvraag,2012-02-14 02:00:34,2012-02-14 02:00:34,2012-02-14 02:05:09,10228.0,10228.0,2,2,2,2,[0.03],1.0,275,"['W_Afhandelen leads', 'W_Completeren aanvraag', 'W_Nabellen offertes', 'W_Valideren aanvraag']",{},{}
9,W_Completeren aanvraag,2012-02-14 02:04:25,2012-02-14 02:04:25,2012-02-14 02:07:01,10861.0,10861.0,3,3,1,1,[0.05],1.0,156,"['W_Completeren aanvraag', 'W_Completeren aanvraag']",{},{}
9,W_Completeren aanvraag,2012-02-14 02:07:01,2012-02-14 02:07:01,2012-02-14 02:09:28,11169.0,11169.0,1,1,1,1,[0.03],1.0,147,"['W_Completeren aanvraag', 'W_Completeren aanvraag', 'W_Completeren aanvraag']",{},{}
9,W_Nabellen offertes,2012-02-14 02:09:28,2012-02-14 02:09:28,2012-02-14 02:11:43,11003.0,11003.0,1,1,1,1,[0.03],1.0,135,"['W_Completeren aanvraag', 'W_Completeren aanvraag', 'W_Completeren aanvraag', 'W_Nabellen offertes']",{},{}
9,W_Valideren aanvraag,2012-02-14 02:11:43,2012-02-14 02:11:43,2012-02-14 02:15:54,10914.0,10914.0,1,1,1,1,[0.03],1.0,251,"['W_Completeren aanvraag', 'W_Completeren aanvraag', 'W_Completeren aanvraag', 'W_Nabellen offertes', 'W_Valideren aanvraag']",{},{}
10,W_Beoordelen fraude,2012-02-14 03:11:30,2012-02-14 03:11:30,2012-02-14 03:14:19,11339.0,11339.0,1,1,1,1,[0.08],1.0,169,['W_Beoordelen fraude'],{},{}
10,W_Afhandelen leads,2012-02-14 03:14:19,2012-02-14 03:14:19,2012-02-14 03:16:55,10863.0,10863.0,1,1,1,1,[0.03],1.0,156,"['W_Beoordelen fraude', 'W_Afhandelen leads']",{},{}
11,W_Completeren aanvraag,2012-02-14 03:39:44,2012-02-14 03:39:44,2012-02-14 03:42:43,10899.0,10899.0,1,1,1,1,[0.2],1.0,179,['W_Completeren aanvraag'],{},{}
11,W_Completeren aanvraag,2012-02-14 03:42:43,2012-02-14 03:42:43,2012-02-14 03:45:17,10889.0,10889.0,1,1,1,1,[0.03],1.0,154,"['W_Completeren aanvraag', 'W_Completeren aanvraag']",{},{}
11,W_Completeren aanvraag,2012-02-14 03:45:17,2012-02-14 03:45:17,2012-02-14 03:47:41,10629.0,10629.0,1,1,1,1,[0.08],1.0,144,"['W_Completeren aanvraag', 'W_Completeren aanvraag', 'W_Completeren aanvraag']",{},{}
11,W_Completeren aanvraag,2012-02-14 03:47:41,2012-02-14 03:47:41,2012-02-14 03:50:01,11201.0,11201.0,1,1,1,1,[0.03],1.0,140,"['W_Completeren aanvraag', 'W_Completeren aanvraag', 'W_Completeren aanvraag', 'W_Completeren aanvraag']",{},{}
11,W_Nabellen offertes,2012-02-14 03:50:01,2012-02-14 03:50:01,2012-02-14 03:52:10,10913.0,10913.0,1,1,1,1,[0.03],1.0,129,"['W_Completeren aanvraag', 'W_Completeren aanvraag', 'W_Completeren aanvraag', 'W_Completeren aanvraag', 'W_Nabellen offertes']",{},{}
11,W_Valideren aanvraag,2012-02-14 03:52:10,2012-02-14 03:52:10,2012-02-14 03:56:26,10912.0,10912.0,1,1,1,1,[0.03],1.0,256,"['W_Completeren aanvraag', 'W_Completeren aanvraag', 'W_Completeren aanvraag', 'W_Completeren aanvraag', 'W_Nabellen offertes', 'W_Valideren aanvraag']",{},{}
12,W_Completeren aanvraag,2012-02-14 05:46:24,2012-02-14 05:46:24,2012-02-14 05:49:12,10629.0,10629.0,1,1,1,1,[0.08],1.0,168,['W_Completeren aanvraag'],{},{}
12,W_Nabellen offertes,2012-02-14 05:49:12,2012-02-14 05:49:12,2012-02-14 05:51:41,11001.0,11001.0,1,1,1,1,[0.03],1.0,149,"['W_Completeren aanvraag', 'W_Nabellen offertes']",{},{}
12,W_Valideren aanvraag,2012-02-14 05:51:41,2012-02-14 05:51:41,2012-02-14 05:55:34,11119.0,11119.0,1,1,1,1,[0.03],1.0,233,"['W_Completeren aanvraag', 'W_Nabellen offertes', 'W_Valideren aanvraag']",{},{}
13,W_Beoordelen fraude,2012-02-14 08:38:22,2012-02-14 08:38:22,2012-02-14 08:41:08,10188.0,10188.0,1,1,1,1,[1.0],1.0,166,['W_Beoordelen fraude'],{},{}
13,W_Afhandelen leads,2012-02-14 08:41:08,2012-02-14 08:41:08,2012-02-14 08:43:34,11079.0,11079.0,1,1,1,1,[0.08],1.0,146,"['W_Beoordelen fraude', 'W_Afhandelen leads']",{},{}
13,W_Completeren aanvraag,2012-02-14 08:43:34,2012-02-14 08:43:34,2012-02-14 08:47:52,10935.0,10935.0,1,1,1,1,[1.0],1.0,258,"['W_Beoordelen fraude', 'W_Afhandelen leads', 'W_Completeren aanvraag']",{},{}
13,W_Nabellen offertes,2012-02-14 08:47:52,2012-02-14 08:47:52,2012-02-14 08:51:14,10779.0,10779.0,1,1,1,1,[1.0],1.0,202,"['W_Beoordelen fraude', 'W_Afhandelen leads', 'W_Completeren aanvraag', 'W_Nabellen offertes']",{},{}
13,W_Valideren aanvraag,2012-02-14 08:51:14,2012-02-14 08:51:14,2012-02-14 08:54:56,10899.0,10899.0,1,1,1,1,[0.2],1.0,222,"['W_Beoordelen fraude', 'W_Afhandelen leads', 'W_Completeren aanvraag', 'W_Nabellen offertes', 'W_Valideren aanvraag']",{},{}
13,W_Nabellen incomplete dossiers,2012-02-14 08:54:56,2012-02-14 08:54:56,2012-02-14 08:57:26,11119.0,11119.0,1,1,1,1,[0.03],1.0,150,"['W_Beoordelen fraude', 'W_Afhandelen leads', 'W_Completeren aanvraag', 'W_Nabellen offertes', 'W_Valideren aanvraag', 'W_Nabellen incomplete dossiers']",{},{}
13,W_Valideren aanvraag,2012-02-14 08:57:26,2012-02-14 08:57:26,2012-02-14 09:01:24,NOT_SET,NOT_SET,1,1,3,1,[0.03],1.0,238,"['W_Beoordelen fraude', 'W_Afhandelen leads', 'W_Completeren aanvraag', 'W_Nabellen offertes', 'W_Valideren aanvraag', 'W_Nabellen incomplete dossiers', 'W_Valideren aanvraag']",{},{}
14,W_Completeren aanvraag,2012-02-14 08:59:47,2012-02-14 08:59:47,2012-02-14 09:02:34,11309.0,11309.0,2,2,2,1,[0.08],1.0,167,['W_Completeren aanvraag'],{},{}
15,W_Beoordelen fraude,2012-02-14 09:00:52,2012-02-14 09:00:52,2012-02-14 09:03:38,10188.0,10188.0,3,3,2,1,[1.0],1.0,166,['W_Beoordelen fraude'],{},{}
15,W_Afhandelen leads,2012-02-14 09:03:38,2012-02-14 09:03:38,2012-02-14 09:06:03,10932.0,10932.0,2,2,2,1,[0.03],1.0,145,"['W_Beoordelen fraude', 'W_Afhandelen leads']",{},{}
14,W_Completeren aanvraag,2012-02-14 09:02:34,2012-02-14 09:02:34,2012-02-14 09:11:12,10935.0,10935.0,2,2,1,1,[1.0],1.0,518,"['W_Completeren aanvraag', 'W_Completeren aanvraag']",{},{}
14,W_Nabellen offertes,2012-02-14 09:11:12,2012-02-14 09:11:12,2012-02-14 09:14:08,10931.0,10931.0,1,1,1,1,[0.03],1.0,176,"['W_Completeren aanvraag', 'W_Completeren aanvraag', 'W_Nabellen offertes']",{},{}
14,W_Valideren aanvraag,2012-02-14 09:14:08,2012-02-14 09:14:08,2012-02-14 09:17:59,10909.0,10909.0,1,1,1,1,[0.03],1.0,231,"['W_Completeren aanvraag', 'W_Completeren aanvraag', 'W_Nabellen offertes', 'W_Valideren aanvraag']",{},{}
16,W_Beoordelen fraude,2012-02-14 09:18:55,2012-02-14 09:18:55,2012-02-14 09:21:41,10779.0,10779.0,1,1,2,1,[1.0],1.0,166,['W_Beoordelen fraude'],{},{}
17,W_Beoordelen fraude,2012-02-14 09:20:44,2012-02-14 09:20:44,2012-02-14 09:23:34,10809.0,10809.0,2,2,2,2,[0.08],1.0,170,['W_Beoordelen fraude'],{},{}
16,W_Afhandelen leads,2012-02-14 09:21:41,2012-02-14 09:21:41,2012-02-14 09:24:06,10889.0,10889.0,2,2,2,1,[0.03],1.0,145,"['W_Beoordelen fraude', 'W_Afhandelen leads']",{},{}
17,W_Afhandelen leads,2012-02-14 09:23:34,2012-02-14 09:23:34,2012-02-14 09:26:05,11189.0,11189.0,2,2,1,2,[0.05],1.0,151,"['W_Beoordelen fraude', 'W_Afhandelen leads']",{},{}
18,W_Afhandelen leads,2012-02-14 09:28:30,2012-02-14 09:28:30,2012-02-14 09:31:20,11079.0,11079.0,1,1,1,1,[0.08],1.0,170,['W_Afhandelen leads'],{},{}
19,W_Completeren aanvraag,2012-02-14 09:34:54,2012-02-14 09:34:54,2012-02-14 09:37:41,10931.0,10931.0,1,1,1,1,[0.03],1.0,167,['W_Completeren aanvraag'],{},{}
19,W_Completeren aanvraag,2012-02-14 09:37:41,2012-02-14 09:37:41,2012-02-14 09:40:12,10910.0,10910.0,1,1,1,1,[0.03],1.0,151,"['W_Completeren aanvraag', 'W_Completeren aanvraag']",{},{}
19,W_Nabellen offertes,2012-02-14 09:40:12,2012-02-14 09:40:12,2012-02-14 09:42:24,10609.0,10609.0,1,1,1,1,[0.08],1.0,132,"['W_Completeren aanvraag', 'W_Completeren aanvraag', 'W_Nabellen offertes']",{},{}
19,W_Valideren aanvraag,2012-02-14 09:42:24,2012-02-14 09:42:24,2012-02-14 09:46:16,10972.0,10972.0,1,1,1,1,[0.08],1.0,232,"['W_Completeren aanvraag', 'W_Completeren aanvraag', 'W_Nabellen offertes', 'W_Valideren aanvraag']",{},{}
20,W_Completeren aanvraag,2012-02-14 09:51:37,2012-02-14 09:51:37,2012-02-14 09:54:24,NOT_SET,NOT_SET,1,1,1,1,[0.03],1.0,167,['W_Completeren aanvraag'],{},{}
20,W_Nabellen offertes,2012-02-14 09:54:24,2012-02-14 09:54:24,2012-02-14 09:56:49,11169.0,11169.0,1,1,2,1,[0.03],1.0,145,"['W_Completeren aanvraag', 'W_Nabellen offertes']",{},{}
21,W_Afhandelen leads,2012-02-14 09:55:40,2012-02-14 09:55:40,2012-02-14 09:58:29,10932.0,10932.0,2,2,2,1,[0.05],1.0,169,['W_Afhandelen leads'],{},{}
20,W_Valideren aanvraag,2012-02-14 09:56:49,2012-02-14 09:56:49,2012-02-14 10:00:25,11189.0,11189.0,2,2,2,1,[0.05],1.0,216,"['W_Completeren aanvraag', 'W_Nabellen offertes', 'W_Valideren aanvraag']",{},{}
21,W_Completeren aanvraag,2012-02-14 09:58:29,2012-02-14 09:58:29,2012-02-14 10:01:00,11009.0,11009.0,2,2,3,1,[0.05],1.0,151,"['W_Afhandelen leads', 'W_Completeren aanvraag']",{},{}
21,W_Completeren aanvraag,2012-02-14 10:01:00,2012-02-14 10:01:00,2012-02-14 10:03:21,11180.0,11180.0,3,3,3,2,[0.05],1.0,141,"['W_Afhandelen leads', 'W_Completeren aanvraag', 'W_Completeren aanvraag']",{},{}
22,W_Completeren aanvraag,2012-02-14 10:00:45,2012-02-14 10:00:45,2012-02-14 10:03:30,11001.0,11001.0,3,3,3,2,[0.05],1.0,165,['W_Completeren aanvraag'],{},{}
21,W_Nabellen offertes,2012-02-14 10:03:21,2012-02-14 10:03:21,2012-02-14 10:05:25,11000.0,11000.0,3,3,3,1,[0.05],1.0,124,"['W_Afhandelen leads', 'W_Completeren aanvraag', 'W_Completeren aanvraag', 'W_Nabellen offertes']",{},{}
22,W_Completeren aanvraag,2012-02-14 10:03:30,2012-02-14 10:03:30,2012-02-14 10:05:59,10929.0,10929.0,3,3,3,1,[0.05],1.0,149,"['W_Completeren aanvraag', 'W_Completeren aanvraag']",{},{}
20,W_Nabellen incomplete dossiers,2012-02-14 10:00:25,2012-02-14 10:00:25,2012-02-14 10:07:45,10899.0,10899.0,2,2,3,1,[0.2],1.0,440,"['W_Completeren aanvraag', 'W_Nabellen offertes', 'W_Valideren aanvraag', 'W_Nabellen incomplete dossiers']",{},{}
22,W_Completeren aanvraag,2012-02-14 10:05:59,2012-02-14 10:05:59,2012-02-14 10:08:19,10889.0,10889.0,3,3,3,1,[0.03],1.0,140,"['W_Completeren aanvraag', 'W_Completeren aanvraag', 'W_Completeren aanvraag']",{},{}
21,W_Valideren aanvraag,2012-02-14 10:05:25,2012-02-14 10:05:25,2012-02-14 10:09:18,10609.0,10609.0,3,3,3,1,[0.08],1.0,233,"['W_Afhandelen leads', 'W_Completeren aanvraag', 'W_Completeren aanvraag', 'W_Nabellen offertes', 'W_Valideren aanvraag']",{},{}
22,W_Nabellen offertes,2012-02-14 10:08:19,2012-02-14 10:08:19,2012-02-14 10:10:24,10912.0,10912.0,3,3,3,1,[0.03],1.0,125,"['W_Completeren aanvraag', 'W_Completeren aanvraag', 'W_Completeren aanvraag', 'W_Nabellen offertes']",{},{}
21,W_Nabellen incomplete dossiers,2012-02-14 10:09:18,2012-02-14 10:09:18,2012-02-14 10:11:14,11122.0,11122.0,3,3,3,1,[0.05],1.0,116,"['W_Afhandelen leads', 'W_Completeren aanvraag', 'W_Completeren aanvraag', 'W_Nabellen offertes', 'W_Valideren aanvraag', 'W_Nabellen incomplete dossiers']",{},{}
22,W_Valideren aanvraag,2012-02-14 10:10:24,2012-02-14 10:10:24,2012-02-14 10:14:03,11189.0,11189.0,3,3,4,2,[0.05],1.0,219,"['W_Completeren aanvraag', 'W_Completeren aanvraag', 'W_Completeren aanvraag', 'W_Nabellen offertes', 'W_Valideren aanvraag']",{},{}
20,W_Valideren aanvraag,2012-02-14 10:07:45,2012-02-14 10:07:45,2012-02-14 10:14:50,10125.0,10125.0,3,3,4,2,[0.17],1.0,425,"['W_Completeren aanvraag', 'W_Nabellen offertes', 'W_Valideren aanvraag', 'W_Nabellen incomplete dossiers', 'W_Valideren aanvraag']",{},{}
21,W_Valideren aanvraag,2012-02-14 10:11:14,2012-02-14 10:11:14,2012-02-14 10:15:49,10228.0,10228.0,3,3,3,3,[0.05],1.0,275,"['W_Afhandelen leads', 'W_Completeren aanvraag', 'W_Completeren aanvraag', 'W_Nabellen offertes', 'W_Valideren aanvraag', 'W_Nabellen incomplete dossiers', 'W_Valideren aanvraag']",{},{}
23,W_Beoordelen fraude,2012-02-14 10:12:59,2012-02-14 10:12:59,2012-02-14 10:15:49,11339.0,11339.0,4,4,3,1,[0.17],1.0,170,['W_Beoordelen fraude'],{},{}
21,W_Nabellen incomplete dossiers,2012-02-14 10:15:49,2012-02-14 10:15:49,2012-02-14 10:17:56,10609.0,10609.0,3,3,4,2,[0.08],1.0,127,"['W_Afhandelen leads', 'W_Completeren aanvraag', 'W_Completeren aanvraag', 'W_Nabellen offertes', 'W_Valideren aanvraag', 'W_Nabellen incomplete dossiers', 'W_Valideren aanvraag', 'W_Nabellen incomplete dossiers']",{},{}
23,W_Afhandelen leads,2012-02-14 10:15:49,2012-02-14 10:15:49,2012-02-14 10:18:19,10939.0,10939.0,3,3,4,1,[0.03],1.0,150,"['W_Beoordelen fraude', 'W_Afhandelen leads']",{},{}
22,W_Nabellen incomplete dossiers,2012-02-14 10:14:03,2012-02-14 10:14:03,2012-02-14 10:20:14,10935.0,10935.0,4,4,3,1,[1.0],1.0,371,"['W_Completeren aanvraag', 'W_Completeren aanvraag', 'W_Completeren aanvraag', 'W_Nabellen offertes', 'W_Valideren aanvraag', 'W_Nabellen incomplete dossiers']",{},{}
24,W_Afhandelen leads,2012-02-14 10:17:45,2012-02-14 10:17:45,2012-02-14 10:20:32,10863.0,10863.0,4,4,3,2,[0.05],1.0,167,['W_Afhandelen leads'],{},{}
24,W_Completeren aanvraag,2012-02-14 10:20:32,2012-02-14 10:20:32,2012-02-14 10:23:03,11049.0,11049.0,3,3,3,1,[0.2],1.0,151,"['W_Afhandelen leads', 'W_Completeren aanvraag']",{},{}
21,W_Valideren aanvraag,2012-02-14 10:17:56,2012-02-14 10:17:56,2012-02-14 10:23:18,11203.0,11203.0,4,4,3,1,[0.08],1.0,322,"['W_Afhandelen leads', 'W_Completeren aanvraag', 'W_Completeren aanvraag', 'W_Nabellen offertes', 'W_Valideren aanvraag', 'W_Nabellen incomplete dossiers', 'W_Valideren aanvraag', 'W_Nabellen incomplete dossiers', 'W_Valideren aanvraag']",{},{}
22,W_Valideren aanvraag,2012-02-14 10:20:14,2012-02-14 10:20:14,2012-02-14 10:24:38,10909.0,10909.0,3,3,4,2,[0.08],1.0,264,"['W_Completeren aanvraag', 'W_Completeren aanvraag', 'W_Completeren aanvraag', 'W_Nabellen offertes', 'W_Valideren aanvraag', 'W_Nabellen incomplete dossiers', 'W_Valideren aanvraag']",{},{}
21,W_Nabellen incomplete dossiers,2012-02-14 10:23:18,2012-02-14 10:23:18,2012-02-14 10:25:38,10863.0,10863.0,3,3,3,1,[0.05],1.0,140,"['W_Afhandelen leads', 'W_Completeren aanvraag', 'W_Completeren aanvraag', 'W_Nabellen offertes', 'W_Valideren aanvraag', 'W_Nabellen incomplete dossiers', 'W_Valideren aanvraag', 'W_Nabellen incomplete dossiers', 'W_Valideren aanvraag', 'W_Nabellen incomplete dossiers']",{},{}
25,W_Beoordelen fraude,2012-02-14 10:24:16,2012-02-14 10:24:16,2012-02-14 10:27:06,11304.0,11304.0,4,4,3,1,[0.08],1.0,170,['W_Beoordelen fraude'],{},{}
25,W_Afhandelen leads,2012-02-14 10:27:06,2012-02-14 10:27:06,2012-02-14 10:29:37,10933.0,10933.0,3,3,3,1,[0.05],1.0,151,"['W_Beoordelen fraude', 'W_Afhandelen leads']",{},{}
